,COMBINED_C,WC2_0_BIO_10M_01,WC2_0_BIO_10M_04,WC2_0_BIO_10M_06,WC2_0_BIO_10M_11,WC2_0_BIO_10M_13,WC2_0_BIO_10M_16,PREDSEQ,MIN_INT,MAX_INT,PREDINT_WIDTH
1035,79.0,3.794135483602683,825.6528906663059,-15.05799961090088,-6.5915000041325875,63.0,159.0,0.6963630149288783,-1.0930261105298995,1.334081506168806,2.427107616698706
1036,195.0,3.881999984383583,800.7265179665097,-13.472499847412108,-6.088250001271565,65.0,165.0,1.1123357452235276,-0.599454164505005,2.2747023548829652,2.87415651938797
1037,41.0,1.6285312150915459,783.6614070535812,-15.710000038146973,-8.222041750947634,53.0,146.0,0.20614309701397238,-1.0529741048812868,1.334081506168806,2.387055611050093
1039,106.0,6.224729172885418,816.3815149564572,-11.255999565124512,-3.8077916006247206,93.0,270.0,1.5104043663156514,0.710280895233154,2.1919966566411553,1.4817157614080014
1041,19.0,3.323729159931342,895.5971501274057,-17.60449981689453,-8.321291724840798,45.0,129.0,-0.1884307642246297,-1.0529741048812868,1.334081506168806,2.387055611050093
1044,82.0,2.007479151089986,790.9751493205794,-15.972249984741213,-7.817416707674662,59.0,163.0,0.5079303021322344,-1.129263639450073,1.304762125015259,2.434025764465332
1045,21.0,-0.463416715463003,1313.1898712356585,-26.89875030517578,-17.408124844233196,98.0,241.0,-0.20954803295569333,-1.0529741048812868,1.3201548001208714,2.373128905002158
1047,13.0,4.093041658401488,783.6176909971534,-12.31999969482422,-5.537125011285147,57.0,149.0,-0.3950294373494138,-1.0529741048812868,1.334081506168806,2.387055611050093
1048,25.0,1.6099062959353132,683.5492668488663,-12.039750099182127,-6.468458344539005,67.0,180.0,-0.316913459677268,-1.0529741048812868,0.9569796919822688,2.009953796863556
1049,55.0,2.1804583941896762,1095.8504995689555,-19.64150047302246,-11.845791578292847,80.0,211.0,0.0443529666222021,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1050,97.0,-1.171406200776498,981.727455671436,-21.089250564575195,-13.335958242416382,82.0,213.0,0.8755408885141692,-1.0529741048812868,1.7414811164140716,2.794455221295358
1051,84.0,1.500020789603392,888.5485024718186,-16.337249755859375,-9.494125008583069,92.0,246.0,0.632460138817209,-1.0529741048812868,1.304762125015259,2.357736229896546
1052,104.0,2.0611042901873593,1048.1265542492124,-18.78274917602539,-11.178166508674623,82.0,215.0,1.018542053835981,-1.0529741048812868,2.130086421966553,3.1830605268478402
1054,349.0,3.6610937498820335,685.6118100875192,-11.13675022125244,-4.437708305194973,213.0,590.0,1.2602563133933522,-0.599454164505005,6.462299168109895,7.0617533326149
1058,139.0,1.858895845711231,927.8493544518767,-18.194999694824215,-10.075291693210602,58.0,163.0,1.0606577150660477,-0.8075618052086808,2.2747023548829652,3.082264160091646
1060,76.0,6.0969103804479055,484.89436971909174,-3.930084705352783,0.54046618938446,391.0,1072.0,2.268285581010507,-1.112311124801636,6.225684103587573,7.337995228389209
1063,69.0,2.089812437072396,1077.194253079742,-19.043500900268555,-11.58275028069814,82.0,211.0,0.17485074854946148,-1.0529741048812868,1.344442367553711,2.3974164724349976
1064,49.0,0.20013539930611499,972.5108623852476,-20.887500762939453,-11.903958638509117,82.0,221.0,0.041107380506835635,-1.0529741048812868,1.344442367553711,2.3974164724349976
1065,108.0,-0.299104248483976,1317.1125792791775,-26.889249801635746,-17.37391686439514,92.0,227.0,1.1290254181966919,-1.0529741048812868,2.130086421966553,3.1830605268478402
1066,192.0,2.598333325857917,772.3900789340165,-14.219249725341795,-6.9558332959810905,121.0,329.0,1.3886561339317616,-0.7120641547737824,2.29885196685791,3.0109161216316926
1067,9.0,-0.606166616082191,865.0654061898538,-16.791000366210938,-10.4581249554952,117.0,304.0,-0.06941843654419112,-1.0529741048812868,1.7586753755807902,2.8116494804620773
1068,122.0,2.2547813436637316,750.5931854522894,-13.92574977874756,-6.769874811172485,95.0,253.0,1.422079686162471,-0.9394373624933514,2.29885196685791,3.238289329351262
1069,17.0,8.344448324913778,439.2581195533245,-1.11464786529541,3.3861971870064735,399.0,1100.0,2.463805348066429,-0.9240629754206249,6.419692313671122,7.343755289091748
1070,0.0,-2.217145817975203,956.4778996409761,-20.951749801635746,-13.89287487665812,65.0,188.0,-0.23872768988915974,-1.0529741048812868,1.334081506168806,2.387055611050093
1071,72.0,-1.027270836134752,1208.0509860039024,-24.92449951171875,-16.82045825322469,65.0,171.0,0.4533932052716448,-1.0529741048812868,1.344442367553711,2.3974164724349976
1074,45.0,2.787218823408087,675.8980338182201,-10.160499572753906,-5.106166521708171,164.0,444.0,0.07704165570106816,-0.24772627905565545,0.7535676956176759,1.0012939746733314
1076,12.0,-1.154437443241477,1113.014255537784,-23.12274932861328,-15.366624991099037,70.0,181.0,-0.27777519624529795,-1.0529741048812868,1.334081506168806,2.387055611050093
1078,38.0,-0.804541756709417,1167.7999777108846,-23.37725067138672,-15.223208586374916,115.0,281.0,0.1303529137141979,-1.0529741048812868,1.344442367553711,2.3974164724349976
1079,76.0,2.498687488337358,838.4889989468811,-15.357999801635742,-7.819333295027414,93.0,246.0,0.46450401829079,-1.0529741048812868,1.304762125015259,2.357736229896546
1080,42.0,-0.243833348155022,866.1163010618179,-17.18174934387207,-10.48954164981842,103.0,277.0,0.12099396042174695,-1.0529741048812868,1.543898680806162,2.5968727856874487
1081,0.0,-1.875770802299182,863.9261155007262,-18.13775062561035,-11.728708505630493,104.0,279.0,-0.12680257065974848,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1084,119.0,0.9359062314033509,896.6150089016473,-17.5887508392334,-10.182125051816305,71.0,198.0,1.200451718445532,-1.0529741048812868,2.29885196685791,3.3518260717391968
1086,76.0,4.777854220320782,554.2178220217279,-6.554999828338622,-1.444583252072334,252.0,701.0,0.4705893315104346,-2.0100116729736333,1.367567777633667,3.3775794506073002
1087,5.0,-1.6204895948370301,1087.8084852758473,-22.265499114990234,-14.716541608174644,100.0,249.0,-0.1572585465908679,-1.0529741048812868,1.3201548001208714,2.373128905002158
1091,27.0,2.810166637102763,875.5912404635211,-17.587749481201172,-8.45637478431066,45.0,131.0,-0.3906940329343401,-1.0529741048812868,1.334081506168806,2.387055611050093
1092,8.0,-1.351541683077812,1045.291799958608,-21.291999816894528,-14.000499884287514,102.0,255.0,-0.13614190340940535,-1.0529741048812868,1.334081506168806,2.387055611050093
1094,39.0,3.498531201233467,944.3983936006297,-18.24349975585937,-9.001291563113531,46.0,130.0,0.2714923487918473,-1.0529741048812868,1.334081506168806,2.387055611050093
1095,132.0,-1.7249792367219918,1319.6335137879535,-27.89900016784668,-18.535458405812577,97.0,240.0,1.3339916165309074,-0.9394373624933514,2.29885196685791,3.238289329351262
1096,43.0,-1.095645810166995,1160.1032606209671,-24.181499481201172,-16.064708471298218,68.0,175.0,0.22537442633468333,-1.0529741048812868,1.334081506168806,2.387055611050093
1099,156.0,7.261168976469588,418.6140407862265,-1.414722204208374,2.7735185126463566,249.0,702.0,2.2341992345195707,-0.457052381581944,3.983165183695575,4.440217565277519
1100,2.0,-1.156093841729065,1125.377472224497,-22.91625022888184,-14.814292033513386,98.0,245.0,-0.1746132826915734,-1.0529741048812868,1.3201548001208714,2.373128905002158
1102,156.0,2.5135519799465933,828.9055520656777,-16.062000274658207,-8.043958467741808,56.0,153.0,1.0122949888581079,-0.8075618052086808,2.2747023548829652,3.082264160091646
1103,7.0,2.558135431259871,869.829266681038,-15.597999572753904,-8.118624935547508,90.0,237.0,-0.2194042459846339,-1.0529741048812868,1.334081506168806,2.387055611050093
1104,109.0,0.13596881677707,875.3736694236434,-17.414749145507812,-10.32279141743978,86.0,235.0,1.1758132297298893,-1.0529741048812868,2.147829234600067,3.2008033394813538
1109,56.0,2.208437483757734,758.2408900993114,-14.001250267028807,-6.956208417812983,98.0,279.0,-0.049358713054380964,-1.0529741048812868,1.8445049419904527,2.8974790468717395
1110,221.0,-0.763531272610029,830.4145204315672,-16.465250015258786,-10.692958354949953,115.0,314.0,1.2146052421339015,-1.0529741048812868,2.862627053260809,3.9156011581420955
1111,24.0,-1.237812509139379,859.5352921573459,-18.787750244140625,-11.557125171025596,90.0,247.0,-0.2591124969017216,-1.0529741048812868,1.334081506168806,2.387055611050093
1112,66.0,2.4724062855045,837.4557187908883,-17.06825065612793,-8.177375127871832,61.0,164.0,0.3174425770510923,-1.0529741048812868,1.344442367553711,2.3974164724349976
1114,3.0,5.186520829796791,783.1725931535844,-11.85124969482422,-4.316208302974701,118.0,346.0,0.017608500557455158,-1.048171997070313,1.962594468599229,3.010766465669542
1115,0.0,2.9240624563147635,890.0691630821495,-16.908750534057614,-8.466166766981281,66.0,177.0,-0.26361017829906314,-1.0529741048812868,1.334081506168806,2.387055611050093
1117,28.0,0.85123959928751,794.4272317283952,-14.848750114440918,-8.746583362420402,149.0,413.0,-0.2327399191760877,-1.0529741048812868,1.9710867404937742,3.024060845375061
1119,0.0,4.829041744271914,836.8471953145712,-13.750499725341795,-5.6892083287239075,81.0,222.0,-0.23346518906757815,-1.0529741048812868,1.334081506168806,2.387055611050093
1120,83.0,1.5207396422823267,710.7631251225214,-13.251999855041506,-6.679458151261013,132.0,363.0,0.3784911720074752,-1.0529741048812868,1.7243591547012331,2.77733325958252
1121,4.0,1.9622916976610818,865.1879932713284,-17.097999572753903,-9.04291664560636,66.0,174.0,-0.28925327705098736,-1.0529741048812868,1.334081506168806,2.387055611050093
1122,0.0,1.575864493846893,898.8498822180818,-17.489999771118164,-9.877041737238564,56.0,158.0,-0.23611603607951703,-1.0529741048812868,1.334081506168806,2.387055611050093
1123,28.0,1.425927047928174,828.1642059699409,-14.934749603271484,-8.358583251635231,94.0,256.0,-0.3515856523552901,-1.0529741048812868,1.334081506168806,2.387055611050093
1126,26.0,3.6773021655778084,808.3285474826394,-14.398249626159668,-6.461833218733469,76.0,202.0,-0.4242143629383106,-1.0529741048812868,1.334081506168806,2.387055611050093
1127,0.0,-0.888416697581609,1382.3990851625488,-28.489749908447266,-18.715791702270508,92.0,224.0,-0.17359073461322647,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1128,44.0,1.9929479050139591,717.8557971216997,-12.00749969482422,-6.4894999563694,133.0,393.0,0.03157473946456719,-1.0529741048812868,1.9710867404937742,3.024060845375061
1129,31.0,-2.352395854890347,1034.3577992397127,-22.25925064086914,-15.218250036239624,70.0,195.0,-0.3526945060201483,-1.0529741048812868,1.334081506168806,2.387055611050093
1130,29.0,2.810166637102763,875.5912404635211,-17.587749481201172,-8.45637478431066,45.0,131.0,-0.4183648857835677,-1.0529741048812868,1.334081506168806,2.387055611050093
1131,150.0,2.6909896600991488,856.59631641059,-16.153499603271484,-8.21424991885821,53.0,147.0,0.9952625776830217,-0.8075618052086808,2.2747023548829652,3.082264160091646
1135,0.0,-1.0182916025320692,853.3495070135525,-18.668249130249023,-10.913374821345013,110.0,287.0,-0.08841084379871536,-1.0529741048812868,1.7586753755807902,2.8116494804620773
1136,150.0,5.0755833337704335,805.6084258204926,-12.315999984741213,-4.820166687170666,88.0,258.0,1.621691894764484,-0.1917837835662759,2.29885196685791,2.490635750424186
1138,1.0,-1.4600832660992937,971.739654537207,-21.25724983215332,-13.596874793370564,73.0,201.0,-0.2480868819765414,-1.0529741048812868,1.334081506168806,2.387055611050093
1140,141.0,4.9199688136577615,879.8148886589696,-15.097749710083008,-6.320666591326397,63.0,166.0,1.1408143468292735,-0.599454164505005,2.2747023548829652,2.87415651938797
1141,288.0,3.838959716260433,587.4823618349385,-7.866560459136963,-2.963747292757034,297.0,788.0,1.671569260197458,-0.11476878090706495,3.01615834236145,3.130927123268515
1142,17.0,0.22241663311918602,814.2618960204672,-15.846750259399414,-9.686541636784874,141.0,384.0,-0.08802385243535785,-1.0529741048812868,1.8538911372423186,2.9068652421236054
1143,0.0,-0.019937537610531002,1075.8056311048233,-21.332000732421875,-13.338125228881836,97.0,241.0,-0.167446580636694,-1.0529741048812868,1.334081506168806,2.387055611050093
1144,275.0,2.720625033602118,703.1522994654144,-12.067500114440918,-5.723958273728687,161.0,452.0,1.0542091126276862,-0.599454164505005,3.3727092742919917,3.9721634387969966
1147,131.0,1.9797499176735682,886.9002252632755,-17.884750366210938,-9.365708440542221,64.0,174.0,1.0973512241774996,-0.813949384064581,2.2747023548829652,3.0886517389475463
1150,37.0,-0.099083294471105,876.9067032323587,-18.562000274658203,-11.040208339691162,66.0,188.0,0.03131869445697276,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1151,65.0,2.7102604165750868,804.5764438653255,-14.16075038909912,-7.166583399288356,77.0,197.0,-0.0623081952558299,-1.0529741048812868,1.344442367553711,2.3974164724349976
1152,38.0,0.12006249899665498,1197.1509819432906,-24.582500457763672,-15.329083283742268,84.0,209.0,0.07975135104325683,-1.0529741048812868,1.334081506168806,2.387055611050093
1153,139.0,3.88381253182888,849.5066213891423,-14.887499809265135,-6.731749931971233,92.0,263.0,1.5873648924953763,-0.599454164505005,2.29885196685791,2.898306131362915
1154,0.0,-0.8793021837870278,1052.0277454084096,-22.86675071716309,-14.450708627700806,64.0,176.0,-0.2303813195801605,-1.0529741048812868,1.334081506168806,2.387055611050093
1155,9.0,2.8321562732259435,877.969338286515,-16.844999313354492,-8.36649975925684,66.0,177.0,-0.28323940045368046,-1.0529741048812868,1.334081506168806,2.387055611050093
1157,0.0,-1.156781278550625,953.1269934050513,-20.968000411987305,-13.261083523432411,48.0,137.0,-0.24988182471746276,-1.0529741048812868,1.334081506168806,2.387055611050093
1160,5.0,-1.109010457992554,1388.274541259589,-28.78000068664551,-19.136666615804035,95.0,230.0,-0.15395086702538263,-1.0529741048812868,1.334081506168806,2.387055611050093
1161,221.0,5.357208391030628,673.7145995495518,-9.231249809265137,-2.61724998553594,219.0,597.0,0.8871617662333185,-0.613309811428189,1.6963762044906618,2.309686015918851
1162,72.0,1.569187518209219,771.1878856638492,-14.964500427246096,-7.944124942024549,65.0,181.0,0.2731561038313262,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1163,0.0,-1.915541658798854,1013.9595948715128,-21.051500320434567,-13.986541906992596,101.0,254.0,-0.14430398337377062,-1.0529741048812868,1.3201548001208714,2.373128905002158
1165,41.0,-0.440968751907349,903.5543131627015,-19.555500030517575,-11.649374961853027,68.0,192.0,0.20752737483385852,-1.0529741048812868,1.334081506168806,2.387055611050093
1166,52.0,4.213927000761031,797.3329947810578,-13.13325023651123,-5.689291656017303,53.0,139.0,0.41362541237642003,-1.0529741048812868,1.334081506168806,2.387055611050093
1167,104.0,4.137801977495354,829.4467214653116,-14.532500267028807,-6.3454168041547145,59.0,161.0,0.9536195351900464,-0.5030349350157071,1.993343070149424,2.496378005165131
1169,43.0,-0.6719894508520761,1336.780280121398,-27.6299991607666,-17.920541604359947,82.0,202.0,0.10833523918318295,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1170,5.0,-1.7974896604816117,1377.6766004105984,-28.85099983215332,-18.996416727701824,83.0,208.0,-0.2400906867748138,-1.0529741048812868,1.334081506168806,2.387055611050093
1171,48.0,-2.050177022814751,1062.782990887445,-22.60000038146973,-15.469374974568687,68.0,189.0,0.22740390133432634,-1.0529741048812868,1.334081506168806,2.387055611050093
1172,38.0,-1.218249986569087,1299.7859238995472,-27.226749420166016,-17.74929141998291,85.0,211.0,0.06808442301351895,-1.0529741048812868,1.334081506168806,2.387055611050093
1173,41.0,2.262854165708025,797.5408504363196,-14.347249984741213,-7.310916605095068,95.0,252.0,0.15002744247027922,-1.0529741048812868,1.334081506168806,2.387055611050093
1174,185.0,1.5130000868812201,702.8803584988356,-13.459750175476074,-7.049458271513384,120.0,328.0,0.7020445840269467,-1.0529741048812868,2.1638822555541988,3.216856360435486
1175,95.0,7.286041659613451,802.8394372974585,-10.347749710083008,-2.551708271106084,44.0,115.0,0.9016879581414537,-0.7435245974512888,1.8917001545429262,2.635224751994215
1178,49.0,1.379770827945322,717.6783802537204,-13.905750274658205,-7.254416713491082,123.0,354.0,0.023293525171259634,-1.0529741048812868,1.9710867404937742,3.024060845375061
1179,61.0,3.328135537604491,758.6491633186516,-12.695249557495115,-5.9672081271807365,57.0,150.0,0.009565241466417853,-1.0529741048812868,1.334081506168806,2.387055611050093
1180,338.0,5.756430635849634,624.7285009282225,-6.442347049713135,-1.393069803714752,220.0,589.0,1.39048549768798,-2.537135362625122,6.360610008239746,8.897745370864868
1181,1.0,-1.030479152997335,1213.6412431311498,-25.07349967956543,-16.442374706268314,107.0,265.0,-0.11600412345989984,-1.0529741048812868,1.4386602073907866,2.4916343122720734
1182,130.0,1.767374967535337,908.1792258800772,-16.585500717163086,-9.570291876792908,89.0,238.0,1.359574539551308,-1.0529741048812868,2.29885196685791,3.3518260717391968
1185,0.0,0.364114563291272,1229.5390872020419,-24.451250076293945,-15.42745852470398,87.0,215.0,-0.25459065407477405,-1.0529741048812868,1.334081506168806,2.387055611050093
1187,5.0,5.635958368579548,653.9820705089446,-8.529999732971191,-2.04387495915095,236.0,644.0,0.140967855556778,-3.0185470581054688,1.953208273347363,4.971755331452831
1188,108.0,1.2237708587199452,692.5331927365029,-13.262999534606935,-7.080499939620495,116.0,329.0,0.48660318188048735,-1.0529741048812868,2.054561573266984,3.1075356781482713
1189,10.0,-1.279270822803179,1274.6067842197094,-26.928749084472656,-17.80966631571452,81.0,200.0,-0.24780378948375312,-1.0529741048812868,1.334081506168806,2.387055611050093
1191,38.0,-1.7499061822891242,1109.6541915731495,-23.26250076293945,-15.862249930699669,67.0,179.0,0.14501509088790612,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1192,0.0,5.985093747576077,609.2032207629873,-6.4432501792907715,-0.880708356698354,263.0,706.0,0.5214584548318955,-1.8220052719116209,1.7492891803289243,3.5712944522405454
1194,3.0,-1.246822855435312,1105.2404763590446,-22.494749069213867,-14.755749940872192,96.0,238.0,-0.17882947754891687,-1.0529741048812868,1.334081506168806,2.387055611050093
1195,161.0,6.401736156394083,522.7358241206699,-4.413541793823242,0.279861013094584,323.0,841.0,0.8847303071688194,-1.5434950137151469,4.728729712963109,6.272224726678257
1197,324.0,7.0621667231122665,550.9667423899888,-4.968249797821045,0.8012500603993729,367.0,1010.0,-0.0003633555330782412,-2.537135362625122,6.5047128915786745,9.041848254203796
1200,20.0,-1.33844784895579,886.5810962439864,-19.229000091552734,-11.802749872207642,96.0,260.0,-0.16751665922758757,-1.0529741048812868,1.334081506168806,2.387055611050093
1204,103.0,1.794489483038584,829.4845215366416,-16.092750549316403,-8.608375092347464,62.0,167.0,0.8076151844970577,-0.813949384064581,1.6291389465332031,2.443088330597784
1205,66.0,-1.0396354521314302,1106.1565439212657,-23.996999740600586,-15.5052498181661,54.0,156.0,0.37148337148816385,-1.0529741048812868,1.344442367553711,2.3974164724349976
1206,17.0,-0.917979126175245,1308.6607391733244,-26.99049949645996,-17.716125011444095,97.0,239.0,-0.17804934457048882,-1.0529741048812868,1.334081506168806,2.387055611050093
1207,72.0,2.297177039086819,783.2268046165406,-14.81149959564209,-7.280583242575327,87.0,232.0,0.12386502772415829,-1.0529741048812868,1.334081506168806,2.387055611050093
1210,91.0,8.523567697964609,424.32562117009627,-0.112890623509884,3.7082031033933163,375.0,1038.0,2.0617406938529705,-1.0530859678983686,5.501175880432129,6.554261848330498
1211,103.0,2.437291643271843,899.6989929015799,-16.351249694824222,-8.794333259264628,89.0,248.0,0.993992558241723,-1.0529741048812868,2.130086421966553,3.1830605268478402
1213,42.0,4.799343730012576,868.8497946331204,-14.619000434875488,-6.1946667830149345,55.0,150.0,0.35330349443741565,-1.0529741048812868,1.344442367553711,2.3974164724349976
1214,7.0,4.325708399216334,838.1281345263841,-14.583499908447266,-6.2611666321754464,72.0,189.0,-0.2688943456574898,-1.0529741048812868,1.334081506168806,2.387055611050093
1215,0.0,3.6993644908070564,806.2576797821749,-13.850749969482422,-6.347291628519693,110.0,312.0,-0.08343355731873228,-1.0529741048812868,2.054561573266984,3.1075356781482713
1216,31.0,-1.685447906454404,1010.1465865925389,-21.91575050354004,-14.31254164377848,67.0,192.0,-0.3579838067505509,-1.0529741048812868,1.334081506168806,2.387055611050093
1217,46.0,2.034218753377596,884.1688030000751,-17.714500427246094,-9.328916867574057,60.0,161.0,0.2972234825722576,-1.0529741048812868,1.344442367553711,2.3974164724349976
1218,118.0,2.288572867711385,854.2289429790338,-16.799999237060547,-8.350249856710434,90.0,240.0,1.3244570019047741,-1.0529741048812868,2.29885196685791,3.3518260717391968
1219,136.0,3.2998541196187343,783.2366206799702,-14.012999534606935,-6.189916511376699,101.0,262.0,1.6284094804572355,-0.5536550304975885,2.29885196685791,2.8525069973554986
1220,0.0,2.5862395316362385,816.7264446094873,-16.261749267578125,-7.816416566570599,54.0,155.0,-0.3982417895974757,-1.0529741048812868,1.334081506168806,2.387055611050093
1221,192.0,0.13292709024002197,799.84421635501,-15.447500228881836,-9.538749933242796,198.0,567.0,1.0352572172789118,-0.7120641547737824,2.29885196685791,3.0109161216316926
1222,128.0,2.31156255180637,926.7583908872035,-17.68025016784668,-9.660874982674915,55.0,154.0,1.1051898812580783,-0.8075618052086808,2.29885196685791,3.106413772066591
1223,165.0,-1.7302812039852142,1399.594663858858,-29.37574958801269,-19.71704165140788,93.0,227.0,1.313288964701712,-1.0529741048812868,2.29885196685791,3.3518260717391968
1229,39.0,-0.35779167711734794,1342.1916951789487,-27.434499740600586,-17.757541815439858,83.0,202.0,0.0862748243294201,-1.0529741048812868,1.334081506168806,2.387055611050093
1231,153.0,-0.565166686971982,806.0796355947798,-15.454500198364258,-10.102916638056435,220.0,636.0,0.939774902564921,-0.9394373624933514,2.29885196685791,3.238289329351262
1233,32.0,-0.7238958328962329,856.2796624459828,-18.320999145507812,-11.209124962488811,75.0,208.0,-0.2891801896536153,-1.0529741048812868,1.334081506168806,2.387055611050093
1238,102.0,2.5859374428788815,1017.9443887269366,-17.554750442504886,-10.268333315849304,81.0,210.0,1.0398503578631084,-1.0529741048812868,1.9937792867422126,3.0467533916234997
1239,3.0,1.1865417063236239,976.5191743234618,-18.109500885009766,-10.724833567937218,101.0,265.0,-0.13164627840463664,-1.0529741048812868,1.334081506168806,2.387055611050093
1241,92.0,0.27507293596863697,893.271771831576,-17.367500305175778,-10.411166707674662,87.0,236.0,0.8208704685193225,-1.0529741048812868,1.6214525789022445,2.6744266837835315
1242,18.0,-1.1055313497781751,1067.3621637288893,-22.381500244140625,-14.446500142415367,73.0,187.0,-0.23964223113327,-1.0529741048812868,1.334081506168806,2.387055611050093
1243,9.0,-0.11570837348699599,962.0227405478794,-20.261499404907227,-12.397958477338154,74.0,205.0,-0.2480674333360487,-1.0529741048812868,1.334081506168806,2.387055611050093
1246,194.0,-1.323458328843117,831.8632957244583,-17.282249450683597,-11.466833353042604,108.0,301.0,1.2606595876853153,-1.0529741048812868,2.29885196685791,3.3518260717391968
1248,213.0,2.380229231280585,798.6749193126338,-14.653499603271484,-7.331333140532175,91.0,250.0,1.2144936395640524,-1.0529741048812868,2.29885196685791,3.3518260717391968
1249,9.0,4.943479203929503,793.8916286385492,-11.960000038146973,-4.7955834716558465,102.0,296.0,0.024694502868777755,-1.048171997070313,2.046069301372439,3.094241298442752
1250,39.0,-2.352395854890347,1034.3577992397127,-22.25925064086914,-15.218250036239624,70.0,195.0,0.08689422468899378,-1.0529741048812868,1.334081506168806,2.387055611050093
1251,123.0,0.7433229039112729,973.1985233208703,-19.89974975585937,-11.702458143234253,64.0,181.0,1.1702759417052533,-0.813949384064581,2.29885196685791,3.112801350922491
1252,267.0,4.141000054776669,649.8441306716542,-9.142000198364258,-3.326791703701019,226.0,611.0,1.061536323740609,0.17977039405272896,2.028332948684693,1.848562554631964
1253,25.0,2.547770810623964,735.6805507894607,-14.342499732971193,-6.4403333465258275,48.0,138.0,-0.34904103101490674,-1.0529741048812868,1.1388122028674281,2.191786307748715
1254,103.0,4.799343730012576,868.8497946331204,-14.619000434875488,-6.1946667830149345,55.0,150.0,0.9037750495629149,-0.5030349350157071,1.304762125015259,1.807797060030966
1255,62.0,-0.107270816961924,890.9217819053775,-18.66950035095215,-11.178625027338665,73.0,204.0,-0.04193526392434687,-1.0529741048812868,1.344442367553711,2.3974164724349976
1256,52.0,4.577000024418036,835.7107749682353,-14.204750061035154,-5.936458398898441,69.0,180.0,0.33467351713702526,-1.0529741048812868,1.344442367553711,2.3974164724349976
1258,206.0,7.716771467278402,492.87163660928803,-2.84886646270752,2.036439975102743,439.0,1263.0,4.204904051941278,1.8562087901551103,9.062826156616213,7.206617366461103
1260,117.0,1.109427058448394,810.2275679080991,-16.147750854492188,-8.673000067472456,110.0,298.0,1.3576159561196064,-1.0529741048812868,2.29885196685791,3.3518260717391968
1261,70.0,2.2078021215274934,699.0539723829917,-11.817500114440918,-6.130583326021831,67.0,188.0,-0.30574247456010484,-1.0529741048812868,1.304762125015259,2.357736229896546
1262,102.0,1.936114543117583,849.5723079261079,-16.116750717163086,-8.832500159740446,59.0,162.0,0.8125489648220746,-0.813949384064581,1.6291389465332031,2.443088330597784
1263,18.0,1.041406378149986,1081.3377013588229,-20.95599937438965,-12.525499661763511,86.0,221.0,-0.2357995699156472,-1.0529741048812868,1.334081506168806,2.387055611050093
1264,137.0,0.623906264702479,977.2463597887164,-20.070499420166016,-11.726624727249146,75.0,202.0,1.2074922573107207,-1.0529741048812868,2.29885196685791,3.3518260717391968
1265,29.0,-2.873145803809166,981.0621687810985,-21.046499252319336,-14.466499964396156,97.0,246.0,-0.2723782774708163,-1.0529741048812868,1.334081506168806,2.387055611050093
1266,157.0,3.832750069598357,856.1644630919615,-15.220749855041506,-6.971208274364471,90.0,253.0,1.5054889688189186,-0.599454164505005,2.29885196685791,2.898306131362915
1267,123.0,-1.122156242529551,1372.2235070989852,-28.50849914550781,-18.926625092824295,106.0,259.0,1.4433498819263912,-1.0529741048812868,2.29885196685791,3.3518260717391968
1268,50.0,-1.03216664493084,1191.142497622607,-24.52899932861328,-16.582499742507935,65.0,171.0,0.24383217175039132,-1.0529741048812868,1.344442367553711,2.3974164724349976
1270,0.0,-1.0982500215371451,1298.1791017310177,-27.04475021362305,-17.59312518437703,84.0,207.0,-0.2400906867748138,-1.0529741048812868,1.334081506168806,2.387055611050093
1274,32.0,2.862812401726842,841.9263948326844,-16.818000793457035,-7.902791857719421,46.0,133.0,-0.2687580896653128,-1.0529741048812868,1.334081506168806,2.387055611050093
1276,38.0,3.701104196409384,883.0522414129376,-15.97974967956543,-7.486458122730255,67.0,177.0,0.18333683135844428,-1.0529741048812868,1.3395209583958811,2.3924950632771678
1277,65.0,1.2621354876707,876.730510803777,-17.010250091552734,-9.625208377838137,72.0,190.0,0.06584220473541381,-1.0529741048812868,1.344442367553711,2.3974164724349976
1278,58.0,0.7456561426321671,1057.003851894575,-20.424249649047848,-12.473124980926515,86.0,224.0,-0.04345564284933771,-1.0529741048812868,1.344442367553711,2.3974164724349976
1280,90.0,5.373688047130901,574.7493616480953,-5.938754081726074,-1.4320645133654282,465.0,1343.0,1.6088251231331858,-3.5243654251098633,7.321185439742537,10.8455508648524
1281,77.0,5.2645104229450235,756.1855952406061,-11.468500137329102,-4.051291684309643,51.0,146.0,0.24181969741404424,-1.129263639450073,1.182911880440501,2.312175519890574
1282,123.0,-1.522229281564554,1360.1677196398743,-28.457000732421875,-18.733333428700767,87.0,215.0,1.3948755039011258,-1.0529741048812868,2.29885196685791,3.3518260717391968
1284,114.0,2.7804582888881355,788.4624746118214,-13.395500183105467,-6.729791740576426,169.0,501.0,1.1239332965524154,-0.2962516471242814,2.29885196685791,2.5951036139821917
